school_id,school_name,school_city,school_address,school_state,school_district,website,learning_model,suggested_tags_s,policy_factors,school_descriptor_district,school_descriptor_charter,school_descriptor_independent,school_descriptor_sws,school_descriptor_virtual,school_descriptor_microschool,school_descriptor_homeschool,school_descriptor_hub,school_descriptor_other,school_descriptor_other_text,leader_tenure,practices_design_marginalized,practices_restorative,practices_hiring_equity,practices_dual_language,practices_trauma_informed,practices_social_justice,practices_anti_racist,practices_reallocation_resources,practices_culturally_responsive,practices_disaggregated_participation_data,practices_families_leaders,practices_physical_well_being,practices_sel_curriculum,practices_teachers_leaders,practices_mental_health,practices_sel_integrated,practices_student_conferences,practices_assessments_sel,practices_community_supports,practices_expanded_open_hours,practices_students_leaders,practices_design_thinking,practices_place_based,practices_flexible_facilities,practices_interdisciplinary,practices_portfolios_exhibitions,practices_pbl,practices_peer_to_peer,practices_flexible_staffing,practices_makerspace,practices_service_learning,practices_student_projects,practices_real_world,practices_assessments_deeper,practices_blended_learning,practices_station_rotation,practices_flipped_classroom,practices_flex,practices_student_data,practices_a_la_carte,practices_enriched_virtual,practices_individual_rotation,practices_adaptive_content,practices_interoperability,practices_hybrid,practices_virtual_pathway,practices_competency_education,practices_expanded_success,practices_student_goals,practices_learning_paths,practices_student_pace,practices_performance_assessment,practices_learner_profiles,practices_accommodations,practices_udl,practices_grading_mastery,practices_advancement_mastery,practices_competency_framework,practices_opportunities_mastery,practices_mtss_academics,practices_multi_age,practices_mentoring,practices_community_partnerships,practices_early_college,practices_assessments_career,practices_industry_credentials,practices_advisories,practices_career_prep,practices_tutoring,practices_extended_learning,practices_elimination_tracking,practices_dual_credit,learn_practice_1,learn_practice_2,learn_practice_3,learn_practice_4,learn_practice_5,focus_swd,focus_emergent_bilinguals,focus_homeless,focus_economic_disadvantage,focus_bipoc,focus_newcomer,focus_foster,focus_juvenile_justice,focus_other_student_group,focus_other_student_group_text,student_experience,leaps_rank_high_expectations,leaps_rank_whole_child,leaps_rank_rigorous_learning,leaps_rank_relevance,leaps_rank_affirmation,leaps_rank_social_consciousness,leaps_rank_connection,leaps_rank_customization,leaps_rank_self_direction,leaps_rank_anytime_anywhere,leaps_high_expectations,leaps_whole_child,leaps_rigorous_learning,leaps_relevance,leaps_affirmation,leaps_social_consciousness,leaps_connection,leaps_customization,leaps_self_direction,leaps_anytime_anywhere,self_reported_locale_rural,self_reported_locale_urban,self_reported_locale_suburban,self_reported_total_enrollment,self_reported_grades_pre_k,self_reported_grades_kindergarten,self_reported_grades_1st,self_reported_grades_2nd,self_reported_grades_3rd,self_reported_grades_4th,self_reported_grades_5th,self_reported_grades_6th,self_reported_grades_7th,self_reported_grades_8th,self_reported_grades_9th,self_reported_grades_10th,self_reported_grades_11th,self_reported_grades_12th,self_reported_grades_past_12th,self_reported_grades_other,self_reported_grades_other_text,self_reported_race_aian,self_reported_race_asian,self_reported_race_black,self_reported_race_hispanic,self_reported_race_nhpi,self_reported_race_multiple,self_reported_race_white,self_reported_ell,self_reported_frpl,self_reported_swd,self_reported_ela,self_reported_math,nces_id,nces_locale,nces_total_enrollment,nces_grades_pre_k,nces_grades_kindergarten,nces_grades_1st,nces_grades_2nd,nces_grades_3rd,nces_grades_4th,nces_grades_5th,nces_grades_6th,nces_grades_7th,nces_grades_8th,nces_grades_9th,nces_grades_10th,nces_grades_11th,nces_grades_12th,nces_grades_13th,nces_race_black,nces_race_nhpi,nces_race_asian,nces_race_hispanic,nces_race_aian,nces_race_white,nces_race_multiple,nces_frpl,nces_swd,nces_ell,ELA_School_Average,Math_School_Average,resource_text_1,resource_link_1,resource_text_2,resource_link_2,resource_text_3,resource_link_3,public_contact,public_contact_role,public_contact_email,nces_descriptor,Updated
466,The Forest Schools,Fayetteville,461 Sandy Creek Rd,Georgia,n/a; independent school,www.theforest.school,"The Forest School and The Forest School Online serve grades PreK4 through 12 and offer learner-driven technology, Socratic discussions, hands-on projects, and real-world apprenticeships in an intentionally diverse, self-directed, and character-forging community. Our mission is that every person who enters our doors will find a calling that will change the world. Through research, consulting, and curriculum development, our school's Institute for Self Directed Learning partners with public school districts, charter networks, independent schools, and universities to equip educators and school leaders to design and lead schools and classrooms that move students from being dependent learners to becoming self-directed, independent learners.","Self-directed, intentionally diverse, character forging, and purpose driven",Do away with DOE regulations around GPAs.,,,1,,1,1,,,1,We also have the Institute for Self Directed Learning www.selfdirect.school,4-6 years,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,3-4 years,1,1,1,1,1,1,1,1,1,,1,3-4 years,3-4 years,1,,,1,1,1,1,,1,,1,1,1,1,1,1,3-4 years,1,1,1,,1,3-4 years,1,1,,1,1,1,1,1,1,1,1,,1,1,1,anti-racist practices,career prep and work-based learning,blended learning,multi-age classrooms,student-led goal setting,1,,,1,1,1,,,,,"At Forest, children flourish. They are enabled as young learners to safely explore and understand the world around them and how they can make it better. Each child will: He or she will: Begin a Hero's Journey; Learn to be curious, become an independent learner, and love lifelong learning; Discover his or her most precious gifts, along with the dedication it takes to develop real talent; Understand the importance of strong character; Cherish the arts, wonders of the physical world, & the mystery of life; and treasure economic, political, & religious freedom.",6,4,8,9,2,7,3,5,1,10,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",1,1,1,163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,Our Institute contracts with educators and leaders,,,45,10,,5,40,2,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How The Forest School builds students' social capital,https://www.gettingsmart.com/2021/04/27/ten-ways-schools-can-build-students-social-capital/,Parent actions that empower children to become independent learners,https://hundred.org/en/articles/what-are-the-most-essential-parent-actions-that-empower-children-to-become-independent-learners,Opportunities for school transformation,https://www.nais.org/magazine/independent-school/winter-2022/the-changing-landscape-opportunities-for-independent-school-transformation/,Rebecca Ferguson,Executive Assistant to the Head of School,rebecca@theforest.school,,2022-03-06 15:39:07
204,The Metropolitan Regional Career And Technical Center,Providence,325 Public Street,Rhode Island,The Metropolitan Regional Career and Technical Center,themethighschool.org,"At the Met, every student has an individualized learning plan built around that child’s needs and interests, while incorporating our rigorous learning goals.  Parents and mentors are active members of the student’s learning plan team, working with the advisor to develop the best curriculum for that child.  Strong relationships with parents, family, and the community are key factors that contribute to our students’ success.  The main component of every Met student’s education is Learning Through Interests and Internships where a student works with a mentor, an expert in the field of the student’s interest. The students complete authentic projects that benefit the student and the mentor with deep investigations.","Pesonalized, relevant, relationships, rigor, fun",Pay staff more - more funding and financial support not dependent on year-to-year changes and grants.,,,,,,,,,1,RI State Public School,10 years or more,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,5+ years,1,1,1,,1,5+ years,1,,,,,,,,,,,,,,,1,5+ years,1,1,1,1,,1,,,1,,1,1,1,1,1,1,5+ years,5+ years,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,"Each student at the Met school is part of a small learning community of 15 students called an advisory. Each advisory is supported and led by an advisor, a teacher that works closely with the group of students and forms personalized relationships with each advisee.
Each student works closely with his or her advisor to identify interests and personalize learning. The student as the center of learning truly engages and challenges the student, and makes learning authentic and relevant.Each student has an internship where he or she works closely with a mentor, learning in a real world setting. Parents and families are actively involved in the learning process, helping to shape the student’s learning plan and are enrolled as resources to the school community. The result is a student-centered learning design, where students are actively invested in their learning and are challenged to pursue their interests by a supportive community of educators, professionals, and family members.",1,4,5,3,8,9,6,2,7,10,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440000300121,Urban,781,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,14.95%,0.00%,2.12%,58.47%,0.53%,22.35%,1.59%,77.08%,10.13%,8.21%,,,"""One of the most transformative things we can do to education is expand our understanding of how and where learning takes place, namely, beyond the walls of classrooms. Not only will we better meet the immediate needs of learners, we will better prepare them for the lives they want to lead far into the future.”",https://education-reimagined.org/why-are-classrooms-the-only-place-learning-counts/?fbclid=IwAR10K6MNUbsYpYWOhYg6i6LAt1v3c0i5fD-hXqxsLyna1Npu3_Rh8D67qkk,"""Utilizing research-backed practices in community development, and more specifically, in how to make sure young people feel part of a culture, this socially embedded environment sought to cultivate an “everyone knows everyone” climate. And, it all started with putting learners at the center.""",https://education-reimagined.org/map/metropolitan-regional-career-and-technical-center/,"""What makes MET High different is their advisory and internship system. Students don’t have teachers; they have advisors (although math and physical education are led by instructors). The advisor’s role is to guide students into an internship that will help them learn real life skills on the job with a local mentor. While a traditional high school has periods and lectures, the MET provides free time for students to explore their projects, collaborate on internship questions, and focus on self-improvement”",https://mitili.mit.edu/news/met-school-offers-different-learning-experience-high-school-students,Nancy Diaz Bain,Co-director,ndiaz@metmail.org,,2022-03-10 8:27:26
440,The Museum School of Avondale Estates,Decatur,923 Forrest Blvd,Georgia,DeKalb County,www.themuseumschool.org,"The interactive nature of The Museum School's education model is its most dynamic feature. Based on data showing children learn best through personal discovery and hands-on experience, the museum concept is a proven school model of project-based learning and real-world
exploration. Partnerships with history centers, science museums and other learning institutions bring tangibility to classroom lessons.
Frequent learning expeditions give children a chance to ask questions, make observations, reflect on experiences and draw conclusions. Intensive curriculum development ensures that classroom discussions are reinforced and enhanced through interactive personal experience.",growth-based assessments,More funding for schools,,1,,,,,,,,,10 years or more,,1-2 years,,,,1,1,,5+ years,1,1,,,1,,1,1,,,,,,1,,1,5+ years,5+ years,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,1,5+ years,,1,,,1,,,,,assessments for social-emotional skills,assessments for deeper learning,SEL curriculum,tutoring,student-led goal setting,,,,,,,,,,,"The learning environment is designed to create a student experience that is hands-on, relevant, and engaging.",,,,1,,3,2,4,,,,,,Irrelevance → Relevance,,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,80,130174004039,Suburban,583,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,29.98%,0.18%,2.82%,6.88%,0.18%,54.50%,5.47%,23.50%,10.60%,1.06%,,,,,,,,,Katherine Kelbaugh,Executive Director,katherine.kelbaugh@themuseumschool.org,,2022-03-08 9:13:34
569,The Sycamore School,Arlington,4600 Fairfax Drive Suite 300,Virginia,Arlington independent school,www.thesycamoreschoolva.org,"The Sycamore School provides personalized, engaging and experiential learning, helping students make connections across content areas and to the real world.","Mastery or Competency-Based Learning 
We have three roots: 
1) Academic Skill Building
2) Social Emotional Development
3) Civic Engagement",,,,1,,,,,,,,4-6 years,1,,1,,1,1,1,,1,,,1,1,1,1,5+ years,1,1,1,,1,,1,1,5+ years,1,5+ years,1,1,1,,1,1,5+ years,,,,,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,,assessments for career readiness,career prep and work-based learning,culturally responsive practices,students earn industry credentials,social justice focus,1,,,1,1,,,,,,"We want to help students identify and remove any barriers to their learning, so that they can be present in the classroom and open to learning. We want students to feel safe, develop positive relationships with staff and students, and enjoy learning.  Our goal is to develop independent life longer learners who can identify their strengths, self-advocate, apply what they've learned to our larger world.",7,1,3,10,5,8,6,2,4,9,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,1,58,,,,,,,1,1,1,1,1,1,1,1,,,,,10,,5,,10,75,2,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Crusade to End Grading in High Schools in,https://www.washingtonpost.com/magazine/2021/10/20/crusade-end-grading-high-schools/,What do we want our children to get out of school?,https://thesycamoreschoolva.org/what-do-we-want-our-children-to-get-out-of-school/,Why your student needs a progressive no grades high school,https://thesycamoreschoolva.org/why-your-student-needs-a-progressive-no-grades-high-school/,Karyn Ewart,Founder & Head of School,karyn.ewart@thesycamoreschoolva.org,,2022-02-24 9:29:55
429,The Workshop School,Philadelphia,221 S Hanson St,Pennsylvania,School District of Philadelphia,www.workshopschool.org,"The Workshop School is a project-based, public high school in West Philadelphia. Our model is based on creating a child-centered community that supports authentic learning. Academic learning and skill-building at the Workshop School revolve around authentic, real-world work. This helps  students see the relevance and meaning in what they are learning, which boosts engagement. It also demands, and  builds, the type of holistic skill set that is generally not a focus in high schools but is absolutely critical to  postsecondary success. Authentic learning takes different forms, including interdisciplinary projects, school-based  businesses, internships, consultancies (projects with external partners or clients), and dual enrollment programs.","Asset based, restorative, child-centered.","Two: Fund schools at the level of the military and adopt an assessment framework that aligns with the things that matter and correlates to future success (ultimately assessment drives instruction),",1,,,,,,,,,,1-3 years,,1,5+ years,,1,1,1,1,1,,,1,,1,1,5+ years,1,1,5+ years,,1,1,1,,1,1,5+ years,1,1,1,,1,1,1,1,,,,1,,,,,,,,1,1,1,,,1,,1,,,,5+ years,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,"School needs to be designed around the assets (talents, gifts, interests) students bring, help students discover and develop these assets, and engage students in meaningful work so they can learn the skills that are necessary to flourish as adults.",2,1,8,5,4,6,3,10,7,9,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421899007548,Urban,227,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,90.05%,0.45%,2.71%,2.71%,0.00%,0.45%,3.62%,100.00%,18.49%,4.20%,,,Impact of innovative schools in Philadelphia,https://www.barrafoundation.org/wp-content/uploads/2018/06/Key-Takeaways-Implications-Impact-ED-Barra-Thematic-Review.pdf,Summary video of the Workshop School,https://www.workshopschool.org/wp-content/uploads/2021/09/WS-2020-Short-Final.mp4,Why PBL,https://hechingerreport.org/project-based-learning-and-standardized-tests-dont-mix/,Simon Hauger,Co-Founder,simon.hauger@workshopschool.org,,2022-03-02 9:01:44
411,Tomorrow'S Leadership Collaborative (Tlc) Charter,Orange,1130 E. Walnut Ave.,California,Tomorrow's Leadership Collaborative (TLC) Charter District,http://www.tlccharter.org,"TLC is a model of full inclusion and diverse-by-design schooling in elementary education. Our curriculum is universally designed and arts-enriched, and our learning environment promotes respect and celebrates what makes each of us special and unique. Our diverse community includes: students with disabilities, low-income students, gifted students, English Learners, and students who bring a wealth varied cultures, experiences, beliefs, goals, and interests. Co-teaching structures, daily staff collaboration, and highly trained bilingual/bicultural paraprofessional staff distinguish TLC as a model demonstration and innovation site dedicated to continual improvement in the field.","* active learning strategies
* English Learner support: integrated and designated instruction
* positive behavior support and expectations","Our innovation efforts would benefit so much if the policies and regulations surrounding special education service provision, goals, and accountability were designed with inclusion in mind. Although research, practice, and advocacy all call for more inclusive practices within our schools, the systems of special education can work against these efforts.",,1,,,,,,,,,4-6 years,1,,5+ years,,1,,1,1,1,1,,,,,1,5+ years,,,1,1,,,,,1,,,1,5+ years,,,,,1,,,,,,,,,1,,,,1,1,,,,1,1,5+ years,5+ years,1,,,1,1,1,1,,,,,,,,1,,,design thinking process,project-based learning,student-led goal setting,trauma-informed practices,adaptive content,1,1,1,1,1,1,,,,,"TLC's learning environment is designed to provoke curiosity, interest, and joyful learning through an enriched and diverse-by-design school setting. Students at TLC engage in active learning through play, friendship, and group work in addition to the more traditional academic pathways and familiar activities of daily classroom learning. Our intentionally cultivated, inclusive environment invites students to discover their unique passions, understand themselves as learners, and develop friendships and positive relationships with peers and classmates at school.",1,2,,,3,,4,5,,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,,,Assimilation & Marginalization → Affirmation of Self & Others,,Isolation → Connection & Community,Inflexible Systems → Customization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,18,,,60227214331,Urban,120,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,0.00%,1.75%,1.75%,67.54%,0.00%,19.30%,9.65%,63.33%,,,,,"Kindness, Respect, and Acceptance video",https://vimeo.com/388906858?embedded=true&source=vimeo_logo&owner=82775566,,,,,Jessica Tunney,Executive Director,jessica.tunney@tlccharter.org,,2022-03-11 11:39:25
209,Two Rivers Public Charter School: 4Th Street Campus,Washington,1227 4th St NE,District of Columbia,Two Rivers Public Charter School,http://www.tworiverspcs.org,"Two Rivers is an EL Education mentor school that uses an approach to teaching and learning that emphasizes interactive, hands-on, project-based learning. Every year, students from grades preschool through 8 participate in two integrated projects that draw on science, history, reading, writing, mathematics, and the arts to solve authentic problems in our community. The school places a specific emphasis on teaching and assessing critical thinking skills through performance tasks; developing student character; and producing high quality work. These broader outcomes are solidified through student engaged assessment practices that culminate with student-led conferences.","Hands-on, project-based, student-centered",I would shift school evaluation systems away from solely using standardized tests as the metric for evaluating schools and use a more holistic perspective.,,1,,,,,,,,,1-3 years,1,1,1,,1,1,1-2 years,1,1,1,,,1,,1,1,5+ years,1,1,,,,,,1,5+ years,5+ years,,,,,1,1,1,1,,,,1,,,,,1,,,,5+ years,1,,,1,,1,1,1,,,1,1,,,1,,,,1,,1,,,,anti-racist practices,interoperable data from multiple technologies,place-based learning,student advisories,,1,,,1,1,,,,,,"The student experience at Two Rivers is designed to engage students in solving authentic problems in their community providing them with contexts for learning deeply and empowering them as change agents. In addition, through student-engaged assessment practices, students take a greater ownership role in their learning journey and are provide the tools to name their goals, to evaluate their data in where they are in relationship to their goals, and to chart a path for further growth.",7,1,5,2,6,3,4,,,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,37,110004500279,Urban,534,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,60.90%,0.00%,1.32%,7.14%,0.00%,23.50%,7.14%,15.36%,17.42%,3.79%,,,Washington Post Article about Project-Based Learning at Two Rivers,https://www.washingtonpost.com/local/education/learning-is-an-expedition-at-schools-that-enhance-class-with-field-work/2015/12/03/d10d9db8-93af-11e5-b5e4-279b4501e8a6_story.html,Edutopia Profile of Two Rivers,https://www.edutopia.org/school/two-rivers-public-charter-school,HundrED Profile of Two Rivers Assessments of Critical Thinking,https://hundred.org/en/innovations/two-rivers-assessment#c25e94e5,Jeff Heyck-Williams,Director of the Two Rivers Learning Institute,jheyckwilliams@tworiverspcs.org,,2022-03-10 8:49:34
612,Unidos Homeschool Cooperative,Santa Ana,,California,,unidoshomeschoolcooperative.com,"We are a collective that works to provide equitable access to homeschooling and intergenerational learning that centers our Indigenous and BIPOC indents, histories, languages and cultural ways. We are deeply rooted in social justice because it's a part of our everyday lives and we work to co-create a more just world for one another and our future generations.",,"That every neighborhood would have a well funded, community & student led homeschooling option for families that could potentially work with the existing public schools. These spaces would include free community libraries, community led classes & workshops, resources for our families including community based child-care, community gardens etc.",,,,,,1,1,,,,7-9 years,5+ years,5+ years,1,1,3-4 years,5+ years,5+ years,1,1,,1,1,,1,1,,,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,1,,1,1,,,1,,1,,,1,,,,,,,1,1,1,,,,,1,,,,,assessments for social-emotional skills,competency/mastery-based education,accommodations provided to all students,disaggregated data on student participation,flipped classroom,1,1,1,1,1,1,,,,,"We aim to provide kids with a learning setting in which deep relationships are built with teachers, the community and family. Kids get to lead and learn in ways that are interesting and right for them. They get to learn about where & who they come from in an empowered way and then move forward in their own right into who they are becoming. They become active members of their communities now, using their unique perspectives and experiences.",6,1,,8,7,3,2,4,9,5,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,1,1,30,1,1,1,1,1,1,1,1,1,1,1,,,,,,,70,,20,70,,75,3,90,75,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlha Sanchez,Founder - Educator - Parent,unidoshomeschoolcooperative@gmail.com,,2022-03-08 13:49:37
364,University Academy Upper School,Kansas City,6801 HOLMES RD,Missouri,University Academy,http://www.universityacademy.org,The Upper School emphasizes low teacher: student ratio and operates using Mastery Teaching and Learning protocol. Teacher summarize taught content quarterly. Each quarter--across all subjects--students must pass these tests to 80% in order to master.  A core tenet of the Mastery Teaching and Learning protocol is that every student gets up to three tries on three versions of these Mastery Tests.,"Mastery Teaching and Learning Protocol, College preparatory, Real World Learning, Dual-credit opportunities, and cross-cultural collaborations.",,,1,,,,,,,,,10 years or more,5+ years,1,1,,,,,,1,1,,,,,1,,,1,1,,,1-2 years,,,,,,,,,,,1-2 years,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,5+ years,,,,,,1,1-2 years,,,1,,,1,advancement on mastery,individual learning paths,multi-tiered system of support (MTSS) in academics,real-world problem solving,early college high school,1,1,,1,1,,,,,,"The aims of the Mastery Teaching and Learning protocol are to place students in charge of their own learning--mastery accounts for up to 40% of a student's grade--as a way of equipping them for college success. Predictably, this gives students the confidence to learn.",1,,3,,4,,,,2,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,,Rote Activities →  Rigorous Learning,,Assimilation & Marginalization → Affirmation of Self & Others,,,,Passive Compliance → Active Self-Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290002702808,Urban,233,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,90.48%,0.00%,1.30%,3.90%,0.43%,3.90%,0.00%,48.93%,4.22%,0.84%,,,Niche,,Blue Ribbon School,,,,Clem Ukaoma,Upper School Principal,ukaomac@universityacademy.org,,2022-03-14 12:24:16
633,Urban Assembly Unison School,Brooklyn,170 GATES AVE,New York,New York City Geographic District 13,http://www.uaunisonschool.org,"Unison is a small, community-based middle school in Central Brooklyn that aims to provide each child with an individualized educational experience so that each and every child can thrive. The school cares deeply about its community, cares deeply about disrupting society’s inequities and preparing students to be active agents of change for themselves and their community. Unison is a school where everyone has a seat at the table.",,"Special education “placements” should be more flexible and more based on the goals for the child versus the “setting”.

Teachers should be provided with ample time to plan curriculum and instruction as well as ample time to track student progress through authentic assessments.

State exams should be replaced with individualized portfolios and inventory assessments completed for each individual.",1,,,,,,,,,,7-9 years,1,5+ years,1,,1,1,3-4 years,1,1,,,1,1,1,1,5+ years,,1,1,,1,,,,,,,,1,,,,5+ years,,1,1,,1,,,,,,,,,1-2 years,,1,,,,,1,,1,,,1,1,,,,,,,1,1,1,,,,assessments for deeper learning,advancement on mastery,flex model,individual learner profiles,students progress at own pace,1,1,1,1,1,,1,,,,"At Unison, we understand that students have the right to be self-determined learners - learners who understand and are empowered to make decisions about what they’re learning, how they learn and can track progress along the learning pathway to make adjustments.

The Unison student leaves our school with a deeply developed understanding of self, a broad sense of the world, deep conceptual understandings in STEAM and Humanities, and the ability to be active agents in their own lives and communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,35,25,17,360009106366,Urban,167,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,71.75%,0.56%,2.82%,16.95%,1.13%,5.08%,1.69%,88.02%,,,,,News Story on SEL practices,https://pix11.com/news/local-news/brooklyn/how-one-brooklyn-school-is-shutting-down-the-school-to-prison-pipeline/,,,,,Emily Paige,Principal,Emily.paige@uaunisonschool.org,,2022-02-23 6:02:11
100,Urban Discovery High School,San Diego,1400 Park Boulevard,California,Urban Discovery Schools,http://www.urbansd.com,"What makes Urban Discovery Schools unique is our core approach based in design thinking best practices in partnership with the UC San Diego Design Lab. This approach involves five reflective and interconnected processes: connect, discovery, ideate, create, and evaluate. Students engage with Design Thinking principles on a daily basis and across the curriculum, both in our design Lab and in their classrooms. Design Thinking is taught, applied, and explored through design challenges, integrated projects that require real world problem-solving, and independent exploration.  This philosophy embeds, promotes and enables all students to achieve the objective to become self-motivated, socially responsible, competent and lifelong learners.",,,,1,,,,,,,,,4-6 years,1,5+ years,3-4 years,,1,5+ years,5+ years,1,1,1,,1,1,1,1,1,1,1,1,1,1,5+ years,,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,à la carte model,physical well being services,,,,1,1,1,1,1,1,1,,,,"Our students engage with Design Thinking principles on a daily basis and across the curriculum, both in the IDEATE Lab and in their classrooms. Design Thinking is taught, applied, and explored through design challenges, integrated projects that require real-world problem-solving, and independent exploration. This philosophy embeds, promotes and enables all students to achieve the objective to become self-motivated, socially responsible, competent and lifelong learners.",2,4,,6,3,1,,,5,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,,,Passive Compliance → Active Self-Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,21,,,60155112318,Urban,623,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10.29%,0.17%,3.43%,52.83%,0.34%,25.21%,7.72%,46.39%,,,,,Silver Lining  for Learning Article,https://silverliningforlearning.org/from-risk-averse-to-risk-immersed-leading-schools-through-a-paradigm-shattering-event-part-1-of-3/,Silver Lining for Learning Interview,https://silverliningforlearning.org/episode-10-crisis-drift-and-new-paradigms-for-public-education/,Online Videos,https://vimeo.com/589957140,Chloe Medina,Principal,cmedina@urbansd.com,,2022-03-14 11:38:16
